UserID;Gender;Occupation;Zip-code;Age
979;M;10;Michigan;0
980;M;6;Califórnia;5
981;M;20;Massachusetts;5
982;F;9;Califórnia;6
983;F;16;Washington;5
984;M;16;Califórnia;7
985;M;4;Flórida;6
986;F;0;Pensilvânia;8
987;F;17;Michigan;6
988;M;11;Michigan;7
989;M;0;Maryland;8
990;M;6;Nova Iorque (estado);3
991;F;9;Michigan;5
992;F;3;Massachusetts;6
993;M;0;Ohio;5
994;M;2;Califórnia;4
995;F;4;Havaí;4
996;M;17;Washington;5
997;M;19;Pensilvânia;2
998;M;20;Nova Iorque (estado);7
999;M;15;Illinois;5
1000;F;6;Califórnia;6
1001;M;4;Califórnia;4
1002;M;11;Nova Jérsia;8
1003;M;2;Pensilvânia;6
1004;M;3;Califórnia;5
1005;M;11;Nova Jérsia;6
1006;M;4;Wisconsin;4
1007;M;12;Massachusetts;8
1008;M;3;Texas;7
1009;M;7;Michigan;7
1010;M;0;Nova Iorque (estado);5
1011;M;8;Califórnia;6
1012;F;1;Geórgia (Estados Unidos);7
1013;M;13;Massachusetts;9
1014;F;17;Nova Hampshire;7
1015;M;3;Nova Iorque (estado);6
1016;M;16;Illinois;8
1017;M;0;Geórgia (Estados Unidos);7
1018;M;4;Califórnia;4
1019;M;1;Illinois;6
1020;M;20;Califórnia;3
1021;M;0;Califórnia;6
1022;M;3;;6
1023;M;13;Califórnia;8
1024;F;1;Oklahoma;7
1025;M;16;Flórida;6
1026;F;0;Pensilvânia;7
1027;M;4;Texas;4
1028;F;7;Nova Hampshire;7
1029;M;0;Washington, D.C.;5
1030;M;7;Oregon;5
1031;M;16;Delaware;6
1032;M;16;Pensilvânia;8
1033;M;5;Illinois;6
1034;F;1;Wyoming;6
1035;M;2;Pensilvânia;4
1036;M;7;Carolina do Norte;6
1037;M;7;Massachusetts;7
1038;F;15;;8
1039;F;1;Massachusetts;6
1040;M;11;Texas;5
1041;M;2;Califórnia;7
1042;M;5;Califórnia;6
1043;F;11;Novo México;8
1044;M;20;Arkansas;6
1045;F;10;Texas;0
1046;M;18;Wisconsin;9
1047;M;0;Illinois;3
1048;M;6;Texas;6
1049;M;14;Califórnia;7
1050;M;1;Oregon;5
1051;F;0;Illinois;5
1052;F;2;Texas;7
1053;M;0;Pensilvânia;6
1054;M;10;Texas;1
1055;M;0;Califórnia;7
1056;M;0;Michigan;1
1057;M;17;Oklahoma;7
1058;M;1;Oregon;5
1059;F;0;Oregon;5
1060;M;10;Nova Iorque (estado);4
1061;M;0;Indiana;7
1062;M;19;Montana;8
1063;M;7;Iowa;6
1064;M;7;Califórnia;5
1065;F;0;Califórnia;6
1066;M;12;Massachusetts;7
1067;M;12;Califórnia;7
1068;F;4;Texas;4
1069;M;20;Washington;5
1070;F;2;Washington, D.C.;7
1071;M;16;Nova Iorque (estado);7
1072;F;7;Nova Jérsia;6
1073;F;6;Arkansas;5
1074;M;17;Michigan;7
1075;F;6;Illinois;5
1076;F;3;Carolina do Norte;6
1077;M;3;Illinois;6
1078;F;9;Califórnia;7
1079;M;7;Washington;5
1080;M;7;Nova Jérsia;8
1081;M;4;Nebraska;4
1082;M;7;Michigan;7
1083;M;0;Carolina do Norte;8
1084;M;19;Nova Hampshire;2
1085;M;7;Flórida;5
1086;M;4;Washington;3
1087;M;16;Nova Jérsia;6
1088;F;10;Washington;1
1089;M;6;Tennessee;6
1090;M;7;Califórnia;6
1091;M;5;;4
1092;F;4;Michigan;3
1093;M;14;Illinois;7
1094;F;0;Califórnia;3
1095;F;6;Nova Jérsia;8
1096;M;10;Colorado;1
1097;M;17;Califórnia;4
1098;M;7;Califórnia;7
1099;M;17;Texas;5
1100;M;0;Illinois;5
1101;M;1;Connecticut;6
1102;M;1;Minnesota;4
1103;F;7;Illinois;7
1104;M;11;Nova Iorque (estado);6
1105;M;6;Michigan;7
1106;M;4;Califórnia;4
1107;F;1;Massachusetts;8
1108;M;1;Califórnia;8
1109;M;10;;4
1110;F;6;Texas;9
1111;F;16;Ohio;8
1112;M;6;Pensilvânia;4
1113;M;4;Oregon;4
1114;F;9;Texas;4
1115;F;1;Illinois;6
1116;M;15;Califórnia;6
1117;M;14;Nova Iorque (estado);4
1118;M;13;Massachusetts;8
1119;M;1;Califórnia;6
1120;M;4;Califórnia;4
1121;M;7;Texas;8
1122;M;14;Massachusetts;8
1123;M;0;Califórnia;7
1124;M;2;Illinois;5
1125;F;4;Wisconsin;4
1126;M;16;Nova Iorque (estado);8
1127;M;0;Nova Iorque (estado);5
1128;M;1;Arkansas;6
1129;M;17;Virgínia;7
1130;M;7;Illinois;4
1131;M;13;Nova Iorque (estado);9
1132;M;12;Washington;4
1133;M;2;Califórnia;4
1134;M;20;Pensilvânia;4
1135;M;13;Washington;8
1136;F;7;Califórnia;7
1137;M;4;Nova Iorque (estado);3
1138;M;12;Nova Iorque (estado);4
1139;M;1;Califórnia;5
1140;F;2;Oklahoma;7
1141;F;3;Utah;5
1142;M;1;Ohio;4
1143;M;7;Califórnia;7
1144;M;7;Califórnia;6
1145;M;3;Califórnia;8
1146;F;16;Colorado;4
1147;M;20;Washington;4
1148;M;17;Califórnia;6
1149;M;12;Washington;6
1150;F;20;Texas;5
1151;M;15;Indiana;5
1152;M;4;Geórgia (Estados Unidos);4
1153;M;10;Flórida;3
1154;F;10;Wisconsin;0
1155;M;12;Califórnia;5
1156;F;2;Flórida;8
1157;M;7;Geórgia (Estados Unidos);7
1158;F;1;Washington;6
1159;M;0;Michigan;4
1160;M;14;Nova Jérsia;4
1161;M;0;Nova Iorque (estado);6
1162;F;0;Oregon;6
1163;M;10;Luisiana;0
1164;F;19;Califórnia;5
1165;M;12;Ohio;5
1166;M;6;Califórnia;9
1167;F;1;Minnesota;7
1168;F;0;Califórnia;5
1169;M;20;Califórnia;6
1170;M;3;Nova Iorque (estado);8
1171;M;12;Califórnia;7
1172;F;0;Illinois;5
1173;F;7;Nova Iorque (estado);6
1174;F;16;Califórnia;4
1175;F;2;Califórnia;5
1176;M;1;Ohio;8
1177;F;17;Massachusetts;5
1178;M;0;Michigan;9
1179;M;1;Califórnia;7
1180;F;20;Califórnia;8
1181;M;7;Maryland;6
1182;M;10;Califórnia;0
1183;M;19;Califórnia;6
1184;F;4;Califórnia;6
1185;F;1;Oregon;6
1186;M;19;Washington;4
1187;F;0;Califórnia;0
1188;M;7;Arkansas;7
1189;M;0;Arizona;5
1190;M;0;Washington;7
1191;F;0;Washington;7
1192;M;16;Washington;8
1193;M;12;Califórnia;5
1194;F;1;Califórnia;6
1195;F;10;Nova Iorque (estado);2
1196;F;14;Maryland;4
1197;M;1;Ohio;7
1198;M;10;Michigan;0
1199;M;13;Texas;8
1200;M;0;Oregon;0
1201;M;4;Utah;4
1202;M;12;Oregon;6
1203;F;1;Connecticut;5
1204;M;7;Califórnia;5
1205;F;0;Indiana;8
1206;F;7;Flórida;8
1207;M;0;Ohio;8
1208;M;0;Nova Iorque (estado);6
1209;M;7;Califórnia;7
1210;M;17;Carolina do Norte;6
1211;M;4;Nova Iorque (estado);3
1212;F;1;Illinois;8
1213;M;0;Califórnia;8
1214;M;13;Califórnia;8
1215;M;17;Virgínia;7
1216;M;2;Califórnia;6
1217;M;12;Califórnia;5
1218;M;15;Nova Iorque (estado);9
1219;M;7;Nova Iorque (estado);4
1220;M;10;Michigan;0
1221;M;0;Pensilvânia;4
1222;M;0;Iowa;6
1223;M;2;Illinois;6
1224;M;13;Massachusetts;8
1225;M;7;Illinois;7
1226;M;20;Nova Jérsia;3
1227;M;1;Califórnia;8
1228;M;1;Califórnia;6
1229;F;4;Michigan;6
1230;M;11;Califórnia;5
1231;M;12;Illinois;5
1232;F;4;Ohio;3
1233;F;20;Califórnia;7
1234;M;4;Califórnia;4
1235;F;7;Califórnia;4
1236;F;1;Michigan;5
1237;M;4;Flórida;4
1238;F;20;Nova Iorque (estado);6
1239;F;20;Iowa;6
1240;F;14;Massachusetts;4
1241;M;10;Nova Iorque (estado);0
1242;F;0;Nova Iorque (estado);6
1243;M;15;Califórnia;6
1244;M;4;Maryland;6
1245;M;17;Colorado;5
1246;M;4;Washington;4
1247;M;0;Califórnia;7
1248;F;20;Califórnia;6
1249;M;2;Califórnia;6
1250;M;0;Nova Iorque (estado);8
1251;M;7;Michigan;5
1252;M;13;Califórnia;8
1253;F;20;Texas;7
1254;F;1;Massachusetts;4
1255;M;17;Califórnia;5
1256;M;20;Nova Iorque (estado);5
1257;F;14;Utah;4
1258;M;7;Maryland;7
1259;M;7;;7
1260;M;17;Carolina do Norte;5
1261;M;4;Kentucky;4
1262;M;4;Virgínia;6
1263;M;10;Colorado;2
1264;M;1;Wisconsin;5
1265;F;20;Michigan;4
1266;M;4;Pensilvânia;5
1267;M;15;Nova Iorque (estado);5
1268;M;2;Nova Iorque (estado);7
1269;F;13;Massachusetts;8
1270;M;6;Nova Iorque (estado);5
1271;F;6;Wisconsin;7
1272;M;20;Michigan;3
1273;M;2;Pensilvânia;6
1274;M;7;Tennessee;7
1275;M;17;Mississippi;7
1276;M;17;Califórnia;6
1277;F;0;Connecticut;3
1278;M;4;Washington;4
1279;M;1;Washington;6
1280;M;10;Oregon;1
1281;M;19;Oregon;5
1282;M;1;Washington;8
1283;F;1;Califórnia;4
1284;M;16;Flórida;7
1285;M;4;Washington;6
1286;M;17;Califórnia;6
1287;F;7;Califórnia;8
1288;F;19;Califórnia;6
1289;M;6;Texas;7
1290;M;0;Califórnia;7
1291;F;0;Nova Iorque (estado);6
1292;M;7;Califórnia;5
1293;M;5;Illinois;5
1294;F;20;Nova Iorque (estado);8
1295;F;6;Califórnia;7
1296;M;0;Texas;0
1297;M;7;Califórnia;5
1298;M;6;Flórida;7
1299;M;14;Massachusetts;4
1300;M;10;Oregon;0
1301;F;2;Nova Iorque (estado);6
1302;M;4;Arizona;4
1303;M;19;Califórnia;5
1304;M;14;Oregon;4
1305;M;20;Califórnia;7
1306;M;3;Missouri;5
1307;M;13;Texas;8
1308;M;10;Texas;0
1309;M;14;Texas;5
1310;M;0;Califórnia;7
1311;M;10;Califórnia;3
1312;M;14;Illinois;5
1313;M;4;Ohio;3
1314;F;4;Nebraska;4
1315;M;7;Texas;7
1316;M;2;Iowa;7
1317;M;7;Washington;7
1318;M;16;Califórnia;4
1319;F;3;Washington;4
1320;M;4;Maryland;5
1321;F;14;Flórida;6
1322;M;0;Califórnia;8
1323;F;2;Nova Iorque (estado);6
1324;M;16;Nova Jérsia;6
1325;M;1;Texas;5
1326;F;0;Washington;5
1327;M;10;Nova Iorque (estado);0
1328;M;14;Illinois;6
1329;M;14;Illinois;4
1330;M;1;Califórnia;8
1331;M;0;Nova Iorque (estado);7
1332;M;7;Rhode Island;5
1333;M;17;Connecticut;5
1334;M;7;Nova Iorque (estado);8
1335;M;0;Nova Iorque (estado);6
1336;F;20;Califórnia;8
1337;M;17;Oregon;8
1338;M;0;Califórnia;4
1339;M;18;Arizona;6
1340;M;7;Nova Iorque (estado);6
1341;M;7;Nova Iorque (estado);4
1342;M;0;Califórnia;6
1343;M;14;Califórnia;6
1344;F;9;Ohio;5
1345;F;2;Texas;5
1346;M;20;Carolina do Norte;7
1347;F;1;Nova Iorque (estado);4
1348;F;10;Maine;0
1349;M;7;Nova Iorque (estado);7
1350;F;0;Califórnia;6
1351;F;17;Washington;6
1352;M;20;Califórnia;6
1353;M;10;Califórnia;1
1354;F;2;Califórnia;6
1355;F;20;Maine;7
1356;F;4;Califórnia;4
1357;M;0;Flórida;7
1358;M;17;Michigan;6
1359;M;1;Nova Iorque (estado);6
1360;M;20;Nova Iorque (estado);5
1361;F;0;Oregon;6
1362;M;12;Texas;7
1363;M;7;Massachusetts;7
1364;F;2;Oregon;7
1365;F;10;Illinois;0
1366;M;10;Nevada;0
1367;M;12;Wisconsin;5
1368;F;3;Iowa;5
1369;M;5;Nova Iorque (estado);5
1370;M;2;Califórnia;6
1371;F;2;Illinois;7
1372;M;10;Califórnia;0
1373;F;1;Minnesota;6
1374;M;1;Califórnia;8
1375;F;5;Califórnia;7
1376;F;1;Flórida;7
1377;M;16;Missouri;6
1378;F;7;Maryland;7
1379;F;13;Califórnia;8
1380;M;10;Dakota do Norte;0
1381;M;11;Nevada;3
1382;F;1;Califórnia;7
1383;F;7;Delaware;4
1384;M;10;Washington;4
1385;F;5;Califórnia;5
1386;F;0;Nova Jérsia;6
1387;F;13;Califórnia;7
1388;M;20;Novo México;8
1389;M;17;Delaware;6
1390;M;16;Washington;6
1391;M;15;Maryland;7
1392;M;3;Califórnia;7
1393;M;4;Connecticut;4
1394;F;3;Califórnia;6
1395;M;2;Nova Jérsia;4
1396;F;12;Califórnia;5
1397;M;7;Minnesota;6
1398;F;16;Califórnia;9
1399;M;17;Nova Iorque (estado);4
1400;M;7;Califórnia;5
1401;F;1;Califórnia;4
1402;M;4;Califórnia;4
1403;F;0;Wisconsin;5
1404;M;16;Califórnia;8
1405;M;13;Flórida;8
1406;M;4;Califórnia;5
1407;F;15;Wisconsin;6
1408;M;0;Califórnia;5
1409;M;4;Oregon;3
1410;M;7;Califórnia;8
1411;M;1;Nova Jérsia;6
1412;M;17;Califórnia;6
1413;M;3;Washington;3
1414;M;4;Arizona;3
1415;M;14;Virgínia;7
1416;M;14;Washington;5
1417;M;16;Nova Iorque (estado);7
1418;M;4;Michigan;4
1419;F;1;Califórnia;5
1420;M;4;Massachusetts;4
1421;F;10;Wisconsin;0
1422;M;17;Minnesota;6
1423;M;4;Nova Jérsia;6
1424;M;0;Carolina do Norte;7
1425;M;10;Nova Jérsia;0
1426;M;14;Califórnia;4
1427;M;12;Maryland;6
1428;F;11;Kentucky;7
1429;F;3;Nova Iorque (estado);7
1430;M;4;Oregon;3
1431;M;6;Califórnia;9
1432;M;1;Califórnia;7
1433;F;14;Michigan;4
1434;F;10;;0
1435;M;14;Michigan;5
1436;F;6;Oregon;7
1437;M;3;Nevada;8
1438;M;2;Maryland;4
1439;M;3;Washington;6
1440;M;12;Califórnia;7
1441;M;16;Wisconsin;6
1442;M;2;Nova Iorque (estado);4
1443;M;2;Washington;7
1444;F;4;Califórnia;5
1445;M;2;Washington;4
1446;M;12;Nova Iorque (estado);6
1447;M;4;Colorado;4
1448;F;3;Pensilvânia;5
1449;M;20;Pensilvânia;6
1450;M;4;Califórnia;4
1451;M;20;Califórnia;7
1452;F;13;Califórnia;8
1453;M;14;Pensilvânia;6
1454;M;4;Califórnia;4
1455;F;0;Califórnia;7
1456;M;2;Washington;5
1457;M;1;Califórnia;6
1458;M;0;Nova Jérsia;1
1459;F;0;Colorado;6
1460;F;4;Califórnia;3
1461;F;0;Califórnia;7
1462;M;16;Califórnia;6
1463;M;16;Califórnia;7
1464;M;12;Texas;6
1465;M;16;Califórnia;8
1466;M;4;Carolina do Sul;4
1467;M;5;Oregon;5
1468;M;14;Pensilvânia;0
1469;M;20;Califórnia;8
1470;M;4;Califórnia;4
1471;M;17;Nova Iorque (estado);5
1472;M;7;Califórnia;5
1473;M;14;Connecticut;6
1474;M;4;Washington;6
1475;F;2;Texas;5
1476;F;0;Califórnia;4
1477;F;1;Califórnia;7
1478;M;10;Califórnia;2
1479;F;2;Califórnia;8
1480;M;20;Califórnia;5
1481;M;17;Texas;6
1482;M;7;Califórnia;6
1483;M;4;Wisconsin;4
1484;M;12;Nova Jérsia;5
1485;F;9;Colorado;6
1486;M;16;Califórnia;5
1487;M;7;Nova Jérsia;6
1488;M;7;Califórnia;6
1489;F;2;Illinois;7
1490;M;7;Califórnia;8
1491;M;4;Connecticut;4
1492;M;12;Washington;5
1493;F;14;Illinois;6
1494;M;17;Tennessee;5
1495;M;0;Texas;4
1496;M;17;Califórnia;5
1497;M;5;Colorado;8
1498;M;4;Massachusetts;3
1499;M;10;Pensilvânia;0
1500;M;17;Washington;4
1501;M;11;Texas;5
1502;M;4;Nova Iorque (estado);3
1503;M;12;Califórnia;5
1504;M;19;Maryland;4
1505;M;11;Califórnia;7
1506;M;7;Nova Jérsia;5
1507;M;17;Califórnia;6
1508;F;10;Califórnia;2
1509;M;0;Nova Iorque (estado);0
1510;F;1;Michigan;5
1511;M;12;Nova Jérsia;6
1512;M;20;Nova Iorque (estado);5
1513;F;16;Califórnia;6
1514;M;4;Oregon;4
1515;M;16;Michigan;5
1516;F;12;Wisconsin;5
1517;M;0;Nova Iorque (estado);4
1518;M;2;Califórnia;5
1519;M;4;Tennessee;4
1520;M;17;Califórnia;5
1521;F;7;Nova Jérsia;5
1522;M;20;Nova Iorque (estado);6
1523;M;17;Califórnia;5
1524;M;4;Connecticut;4
1525;F;16;Califórnia;6
1526;M;17;Colorado;9
1527;M;10;Texas;4
1528;M;15;Califórnia;5
1529;M;4;Oregon;4
1530;M;4;Wisconsin;5
1531;M;17;Illinois;7
1532;M;14;Ohio;4
1533;M;1;Arkansas;7
1534;M;12;Nova Iorque (estado);7
1535;F;20;Califórnia;3
1536;F;3;Wyoming;6
1537;M;20;Massachusetts;4
1538;M;3;Virgínia;5
1539;M;3;Massachusetts;5
1540;M;0;Oregon;7
1541;M;17;Virgínia;8
1542;M;17;Nova Iorque (estado);4
1543;M;11;Nova Iorque (estado);5
1544;M;12;Missouri;6
1545;M;20;Washington, D.C.;5
1546;M;4;Virgínia;5
1547;M;13;Massachusetts;8
1548;M;1;Wisconsin;6
1549;M;6;Maryland;6
1550;M;4;Nova Iorque (estado);3
1551;M;11;Washington, D.C.;4
1552;M;20;Nova Iorque (estado);7
1553;F;15;Missouri;5
1554;F;12;Pensilvânia;6
1555;F;0;Washington, D.C.;4
1556;M;4;Michigan;4
1557;F;4;Nova Iorque (estado);3
1558;M;6;Illinois;4
1559;M;8;Nova Iorque (estado);6
1560;F;3;Arizona;5
1561;F;4;Nova Iorque (estado);4
1562;M;20;Ohio;4
1563;F;10;Novo México;1
1564;M;1;Massachusetts;8
1565;M;17;Texas;7
1566;M;16;Texas;6
1567;M;12;Connecticut;5
1568;F;10;Califórnia;0
1569;F;13;Nova Jérsia;8
1570;M;17;Texas;4
1571;M;20;Washington;5
1572;F;3;Massachusetts;5
1573;M;0;Texas;2
1574;M;6;Colorado;6
1575;F;7;Califórnia;7
1576;F;9;Arizona;7
1577;M;0;Arkansas;8
1578;M;4;Maryland;4
1579;M;0;Illinois;5
1580;F;4;Texas;4
1581;F;4;Nova Iorque (estado);4
1582;M;0;Nova Iorque (estado);4
1583;M;6;Califórnia;6
1584;M;19;Ohio;5
1585;M;20;Califórnia;8
1586;M;7;Texas;7
1587;F;3;Geórgia (Estados Unidos);5
1588;M;11;Maryland;5
1589;M;0;Califórnia;6
1590;M;1;Califórnia;6
1591;M;7;Virgínia Ocidental;7
1592;M;7;Iowa;6
1593;M;16;Texas;5
1594;F;20;Nova Iorque (estado);6
1595;M;1;Califórnia;6
1596;F;5;Michigan;3
1597;M;12;Nova Iorque (estado);4
1598;M;13;Texas;6
1599;M;0;Califórnia;5
1600;M;7;Nova Jérsia;6
1601;M;12;Wyoming;5
1602;F;7;Nova Iorque (estado);6
1603;F;0;Nova Iorque (estado);5
1604;M;11;Iowa;5
1605;F;0;Carolina do Norte;4
1606;F;3;Minnesota;6
1607;M;1;Massachusetts;7
1608;M;11;Texas;5
1609;F;9;Connecticut;6
1610;M;11;Minnesota;5
1611;M;0;Nova Hampshire;5
1612;M;17;Nova Iorque (estado);5
1613;M;20;Illinois;3
1614;M;0;Califórnia;7
1615;F;7;Nova Iorque (estado);7
1616;M;0;Pensilvânia;6
1617;M;12;Ohio;5
1618;M;0;Ohio;7
1619;M;3;Michigan;8
1620;M;20;Michigan;5
1621;M;4;Nova Iorque (estado);6
1622;M;4;Wisconsin;4
1623;M;15;Nova Jérsia;7
1624;M;0;Connecticut;5
1625;M;0;Maine;7
1626;M;4;Nova Iorque (estado);4
1627;M;17;Califórnia;4
1628;M;20;Califórnia;4
1629;M;4;Nova Iorque (estado);3
1630;M;17;Califórnia;7
1631;F;0;Califórnia;8
1632;M;16;Califórnia;5
1633;F;7;Alasca;7
1634;F;0;Tennessee;8
1635;M;0;Oregon;5
1636;F;19;Illinois;5
1637;M;0;Califórnia;9
1638;F;17;Califórnia;4
1639;M;17;Califórnia;5
1640;M;17;Califórnia;6
1641;M;0;Califórnia;5
1642;M;13;Illinois;8
1643;M;2;Califórnia;7
1644;M;12;Califórnia;4
1645;F;9;Illinois;4
1646;M;20;Califórnia;6
1647;M;18;Washington;4
1648;M;14;Arizona;8
1649;M;19;Washington;4
1650;M;19;Califórnia;6
1651;M;12;Califórnia;6
1652;M;16;Washington;5
1653;M;0;Califórnia;4
1654;F;0;Califórnia;7
1655;M;4;Califórnia;4
1656;M;17;Califórnia;5
1657;F;0;Nova Iorque (estado);7
1658;F;6;Califórnia;6
1659;F;9;Alasca;4
1660;F;2;Califórnia;5
1661;M;7;Colorado;7
1662;M;12;Califórnia;6
1663;M;4;Texas;4
1664;F;4;Texas;4
1665;M;17;Novo México;7
1666;M;14;Pensilvânia;5
1667;M;16;Washington;7
1668;M;2;Califórnia;6
1669;F;17;Texas;5
1670;F;13;Califórnia;8
1671;M;0;Washington;7
1672;M;17;Califórnia;5
1673;M;10;Washington;0
1674;M;2;Califórnia;6
1675;F;6;Oregon;6
1676;M;4;Califórnia;3
1677;M;14;Oregon;4
1678;F;17;Oregon;4
1679;M;12;Washington;5
1680;M;20;Califórnia;5
1681;M;4;Texas;3
1682;M;2;Washington;6
1683;F;7;Washington;6
1684;M;3;Arizona;3
1685;M;12;Califórnia;7
1686;M;12;Califórnia;6
1687;M;3;Arizona;6
1688;F;4;Flórida;4
1689;M;5;Washington;6
1690;M;16;Washington;7
1691;F;17;Arizona;5
1692;M;20;Oregon;6
1693;M;12;Washington;5
1694;M;12;Washington;6
1695;M;1;Oregon;5
1696;M;7;Califórnia;6
1697;F;4;Washington;4
1698;M;2;Oregon;6
1699;F;19;Washington;5
1700;M;20;Washington;5
1701;F;4;Oregon;5
1702;M;10;Oregon;4
1703;M;15;Texas;3
1704;M;4;Washington;5
1705;F;4;Arizona;4
1706;M;20;Pensilvânia;5
1707;M;1;Califórnia;8
1708;M;0;Missouri;6
1709;M;0;Oklahoma;5
1710;M;0;Califórnia;4
1711;F;4;Geórgia (Estados Unidos);4
1712;M;0;Oklahoma;5
1713;M;0;Indiana;6
1714;M;17;Ohio;5
1715;M;16;Wisconsin;5
1716;M;0;Ohio;6
1717;F;6;Geórgia (Estados Unidos);8
1718;M;4;Ohio;4
1719;M;16;Illinois;4
1720;M;4;Califórnia;4
1721;M;19;Luisiana;4
1722;M;0;Arkansas;7
1723;M;17;Illinois;7
1724;M;4;;3
1725;M;19;Kansas;4
1726;M;2;Illinois;6
1727;M;16;Iowa;7
1728;M;4;Nova Iorque (estado);3
1729;M;7;Wisconsin;6
1730;F;4;Illinois;3
1731;F;0;Califórnia;4
1732;M;4;Nova Iorque (estado);3
1733;M;14;Ohio;4
1734;M;17;Califórnia;7
1735;M;20;Geórgia (Estados Unidos);4
1736;M;8;;8
1737;M;20;Indiana;7
1738;M;16;Geórgia (Estados Unidos);6
1739;M;16;Texas;9
1740;M;1;Califórnia;8
1741;M;7;Califórnia;6
1742;M;15;Nova Jérsia;4
1743;M;17;Texas;7
1744;M;12;Iowa;7
1745;M;0;Califórnia;7
1746;M;4;Flórida;5
1747;M;0;Califórnia;5
1748;M;1;Maine;8
1749;M;2;Nova Iorque (estado);5
1750;M;5;Nova Iorque (estado);8
1751;M;20;Texas;6
1752;M;3;Havaí;6
1753;M;6;Califórnia;6
1754;M;19;Carolina do Norte;3
1755;F;4;Texas;4
1756;F;1;Texas;5
1757;M;4;Texas;5
1758;F;0;Flórida;5
1759;M;16;Maryland;5
1760;F;3;Califórnia;5
1761;M;0;Arkansas;6
1762;M;14;Texas;5
1763;M;7;Texas;7
1764;M;0;Texas;4
1765;M;4;Nova Iorque (estado);3
1766;F;0;Califórnia;7
1767;M;20;Texas;6
1768;M;16;Texas;7
1769;M;17;Texas;5
1770;M;16;Texas;6
1771;M;17;Texas;6
1772;M;2;Califórnia;8
1773;M;4;Nova Jérsia;4
1774;M;17;Washington;5
1775;M;4;Luisiana;5
1776;M;0;Ohio;5
1777;M;20;Pensilvânia;6
1778;M;4;Califórnia;4
1779;M;1;Texas;4
1780;M;1;Maryland;7
1781;F;0;Nova Jérsia;6
1782;M;0;Virgínia;7
1783;M;4;Nova Iorque (estado);4
1784;M;20;Pensilvânia;4
1785;M;4;Maine;4
1786;M;1;Arizona;7
1787;M;8;Califórnia;4
1788;M;2;Pensilvânia;7
1789;M;10;Pensilvânia;0
1790;M;0;Pensilvânia;5
1791;M;4;Pensilvânia;4
1792;F;2;Wisconsin;6
1793;M;4;Washington, D.C.;5
1794;M;11;Maryland;5
1795;M;17;Maryland;4
1796;M;11;Maryland;8
1797;M;7;Iowa;6
1798;M;11;Maryland;7
1799;M;11;Luisiana;6
1800;M;4;Luisiana;4
1801;F;6;Wisconsin;5
1802;M;4;Virgínia;3
1803;M;2;Iowa;5
1804;M;7;Virgínia;6
1805;M;4;Virgínia;4
1806;M;4;Maryland;3
1807;M;17;Maryland;4
1808;F;4;Maryland;4
1809;F;14;Nova Iorque (estado);5
1810;M;13;Califórnia;7
1811;M;2;Nova Jérsia;9
1812;F;12;Michigan;5
1813;F;6;Califórnia;7
1814;M;7;Nova Iorque (estado);8
1815;M;1;Geórgia (Estados Unidos);0
1816;F;9;Minnesota;6
1817;M;1;Wisconsin;6
1818;M;8;Massachusetts;0
1819;F;12;Ohio;6
1820;M;20;Iowa;6
1821;M;20;Ohio;4
1822;F;0;Wisconsin;6
1823;F;1;Califórnia;7
1824;F;4;Ohio;4
1825;M;7;Iowa;5
1826;M;11;Michigan;7
1827;F;1;Nova Jérsia;5
1828;M;4;Nova Jérsia;4
1829;M;16;Nova Jérsia;5
1830;M;4;Nova Iorque (estado);3
1831;M;4;Wisconsin;4
1832;F;4;Nova Iorque (estado);4
1833;M;17;Nova Jérsia;4
1834;M;5;Nova Iorque (estado);6
1835;M;19;Nova Iorque (estado);6
1836;M;0;Nova Iorque (estado);5
1837;M;2;Nova Jérsia;6
1838;M;7;Nova Iorque (estado);6
1839;M;4;Nova Jérsia;4
1840;M;12;Nova Iorque (estado);5
1841;M;0;Califórnia;3
1842;M;4;Wisconsin;4
1843;M;12;Nova Iorque (estado);6
1844;F;4;Wisconsin;4
1845;M;2;Nova Iorque (estado);5
1846;M;12;Califórnia;7
1847;M;4;Illinois;3
1848;M;5;Nova Iorque (estado);6
1849;M;7;Nova Iorque (estado);6
1850;M;5;Nova Iorque (estado);4
1851;M;19;Montana;5
1852;M;12;Nova Iorque (estado);6
1853;M;0;Califórnia;8
1854;M;0;Califórnia;5
1855;M;4;Califórnia;4
1856;M;7;Califórnia;8
1857;M;10;Califórnia;1
1858;F;4;Montana;4
1859;F;4;Missouri;5
1860;M;16;Califórnia;8
1861;M;16;Califórnia;8
1862;M;14;Califórnia;8
1863;M;4;Califórnia;4
1864;M;7;Califórnia;6
1865;F;1;Califórnia;3
1866;M;7;Califórnia;5
1867;M;7;Califórnia;8
1868;M;11;Califórnia;8
1869;M;14;Califórnia;7
1870;M;13;Arizona;8
1871;F;1;Indiana;7
1872;M;20;Califórnia;8
1873;M;7;Massachusetts;6
1874;M;7;Califórnia;7
1875;M;12;Califórnia;6
1876;M;12;Califórnia;5
1877;F;20;Califórnia;7
1878;M;10;Califórnia;1
1879;M;4;Carolina do Sul;6
1880;M;0;Califórnia;7
1881;M;2;Califórnia;7
1882;M;16;Califórnia;7
1883;F;0;Califórnia;8
1884;M;20;Califórnia;7
1885;M;17;Califórnia;8
1886;M;12;Califórnia;6
1887;M;15;Califórnia;9
1888;M;12;Califórnia;6
1889;M;14;Colorado;3
