MovieID;Title;Genres
840;House Arrest (1996);16
841;Eyes Without a Face (1959);1024
842;Tales from the Crypt Presents: Bordello of Blood (1996);1024
843;Lotto Land (1995);128
844;Story of Xinghua, The (1993);128
845;Day the Sun Turned Cold, The (Tianguo niezi) (1994);128
846;Flirt (1995);128
847;Big Squeeze, The (1996);144
848;Spitfire Grill, The (1996);128
849;Escape from L.A. (1996);49155
850;Cyclo (1995);160
851;Basquiat (1996);128
852;Tin Cup (1996);8208
853;Dingo (1992);128
854;Ballad of Narayama, The (Narayama Bushiko) (1958);128
855;Every Other Weekend (1990);128
856;Mille bolle blu (1993);16
857;Crows and Sparrows (1949);128
858;Godfather, The (1972);161
859;Hippie Revolution, The (1996);64
860;Maybe, Maybe Not (Bewegte Mann, Der) (1994);16
861;Supercop (1992);32769
862;Manny & Lo (1996);128
863;Celestial Clockwork (1994);16
864;Wife, The (1995);144
865;Small Faces (1995);128
866;Bound (1996);41120
867;Carpool (1996);48
868;Death in Brunswick (1991);16
869;Kansas City (1996);32
870;Gone Fishin' (1997);16
871;Lover's Knot (1996);16
872;Aiqing wansui (1994);128
873;Shadow of Angels (Schatten der Engel) (1976);128
874;Killer: A Journal of Murder (1995);160
875;Nothing to Lose (1994);128
876;Police Story 4: Project S (Chao ji ji hua) (1993);1
877;Girls Town (1996);128
878;Bye-Bye (1995);128
879;Relic, The (1997);1024
880;Island of Dr. Moreau, The (1996);49152
881;First Kid (1996);24
882;Trigger Effect, The (1996);32896
884;Sweet Nothing (1995);128
885;Bogus (1996);392
886;Bulletproof (1996);1
887;Talk of Angels (1998);128
888;Land Before Time III: The Time of the Great Giving (1995);12
889;1-900 (1994);8192
890;Baton Rouge (1988);32768
891;Halloween: The Curse of Michael Myers (1995);33792
892;Twelfth Night (1996);8336
893;Mother Night (1996);128
894;Liebelei (1933);8192
895;Venice/Venice (1992);128
896;Wild Reeds (1994);128
897;For Whom the Bell Tolls (1943);65538
898;Philadelphia Story, The (1940);8208
899;Singin' in the Rain (1952);10240
900;American in Paris, An (1951);10240
901;Funny Face (1957);2064
902;Breakfast at Tiffany's (1961);8320
903;Vertigo (1958);36864
904;Rear Window (1954);36864
905;It Happened One Night (1934);16
906;Gaslight (1944);36864
907;Gay Divorcee, The (1934);10256
908;North by Northwest (1959);32896
909;Apartment, The (1960);144
910;Some Like It Hot (1959);48
911;Charade (1963);45072
912;Casablanca (1942);73856
913;Maltese Falcon, The (1941);4608
914;My Fair Lady (1964);10240
915;Sabrina (1954);8208
916;Roman Holiday (1953);8208
917;Little Princess, The (1939);136
918;Meet Me in St. Louis (1944);2048
919;Wizard of Oz, The (1939);2186
920;Gone with the Wind (1939);73856
921;My Favorite Year (1982);16
922;Sunset Blvd. (a.k.a. Sunset Boulevard) (1950);512
923;Citizen Kane (1941);128
924;2001: A Space Odyssey (1968);53376
925;Golden Earrings (1947);8194
926;All About Eve (1950);128
927;Women, The (1939);16
928;Rebecca (1940);40960
929;Foreign Correspondent (1940);32768
930;Notorious (1946);41472
931;Spellbound (1945);45056
932;Affair to Remember, An (1957);8192
933;To Catch a Thief (1955);40976
934;Father of the Bride (1950);16
935;Band Wagon, The (1953);2064
936;Ninotchka (1939);8208
937;Love in the Afternoon (1957);8208
938;Gigi (1958);2048
939;Reluctant Debutante, The (1958);144
940;Adventures of Robin Hood, The (1938);3
941;Mark of Zorro, The (1940);2
942;Laura (1944);4640
943;Ghost and Mrs. Muir, The (1947);8320
944;Lost Horizon (1937);128
945;Top Hat (1935);10256
946;To Be or Not to Be (1942);65680
947;My Man Godfrey (1936);16
948;Giant (1956);128
949;East of Eden (1955);128
950;Thin Man, The (1934);4096
951;His Girl Friday (1940);16
952;Around the World in 80 Days (1956);18
953;It's a Wonderful Life (1946);128
954;Mr. Smith Goes to Washington (1939);128
955;Bringing Up Baby (1938);16
956;Penny Serenade (1941);8320
957;Scarlet Letter, The (1926);128
958;Lady of Burlesque (1943);4112
959;Of Human Bondage (1934);128
960;Angel on My Shoulder (1946);160
961;Little Lord Fauntleroy (1936);128
962;They Made Me a Criminal (1939);160
963;Inspector General, The (1949);2048
964;Angel and the Badman (1947);131072
965;39 Steps, The (1935);32768
966;Walk in the Sun, A (1945);128
967;Outlaw, The (1943);131072
968;Night of the Living Dead (1968);17408
969;African Queen, The (1951);73731
970;Beat the Devil (1954);144
971;Cat on a Hot Tin Roof (1958);128
972;Last Time I Saw Paris, The (1954);128
973;Meet John Doe (1941);128
974;Algiers (1938);8320
975;Something to Sing About (1937);2064
976;Farewell to Arms, A (1932);73728
977;Moonlight Murder (1936);4096
978;Blue Angel, The (Blaue Engel, Der) (1930);128
979;Nothing Personal (1995);65664
980;In the Line of Duty 2 (1987);1
981;Dangerous Ground (1997);128
982;Picnic (1955);128
983;Madagascar Skin (1995);8192
984;Pompatus of Love, The (1996);144
985;Small Wonders (1996);64
986;Fly Away Home (1996);10
987;Bliss (1997);8320
988;Grace of My Heart (1996);144
989;Schlafes Bruder (Brother of Sleep) (1995);128
990;Maximum Risk (1996);32771
991;Michael Collins (1996);65664
992;Rich Man's Wife, The (1996);32768
993;Infinity (1996);128
994;Big Night (1996);128
996;Last Man Standing (1996);131201
997;Caught (1996);32896
998;Set It Off (1996);33
999;2 Days in the Valley (1996);32
1000;Curdled (1996);32
1001;Associate, The (L'Associe)(1982);16
1002;Ed's Next Move (1996);16
1003;Extreme Measures (1996);32896
1004;Glimmer Man, The (1996);32769
1005;D3: The Mighty Ducks (1996);24
1006;Chamber, The (1996);128
1007;Apple Dumpling Gang, The (1975);131096
1008;Davy Crockett, King of the Wild Frontier (1955);131072
1009;Escape to Witch Mountain (1975);266
1010;Love Bug, The (1969);24
1011;Herbie Rides Again (1974);26
1012;Old Yeller (1957);136
1013;Parent Trap, The (1961);136
1014;Pollyanna (1960);152
1015;Homeward Bound: The Incredible Journey (1993);10
1016;Shaggy Dog, The (1959);24
1017;Swiss Family Robinson (1960);10
1018;That Darn Cat! (1965);4120
1019;20,000 Leagues Under the Sea (1954);16650
1020;Cool Runnings (1993);16
1021;Angels in the Outfield (1994);24
1022;Cinderella (1950);2060
1023;Winnie the Pooh and the Blustery Day (1968);12
1024;Three Caballeros, The (1945);2060
1025;Sword in the Stone, The (1963);12
1026;So Dear to My Heart (1949);136
1027;Robin Hood: Prince of Thieves (1991);128
1028;Mary Poppins (1964);2072
1029;Dumbo (1941);2060
1030;Pete's Dragon (1977);2062
1031;Bedknobs and Broomsticks (1971);2058
1032;Alice in Wonderland (1951);2060
1033;Fox and the Hound, The (1981);12
1034;Freeway (1996);32
1035;Sound of Music, The (1965);2048
1036;Die Hard (1988);32769
1037;Lawnmower Man, The (1992);49153
1038;Unhook the Stars (1996);128
1039;Synthetic Pleasures (1995);64
1040;Secret Agent, The (1996);128
1041;Secrets & Lies (1996);128
1042;That Thing You Do! (1996);16
1043;To Gillian on Her 37th Birthday (1996);8320
1044;Surviving Picasso (1996);128
1045;Love Is All There Is (1996);144
1046;Beautiful Thing (1996);8320
1047;Long Kiss Goodnight, The (1996);32769
1049;Ghost and the Darkness, The (1996);3
1050;Looking for Richard (1996);192
1051;Trees Lounge (1996);128
1052;Proprietor, The (1996);128
1053;Normal Life (1996);160
1054;Get on the Bus (1996);128
1055;Shadow Conspiracy (1997);32768
1056;Jude (1996);128
1057;Everyone Says I Love You (1996);10256
1058;Bitter Sugar (Azucar Amargo) (1996);128
1059;William Shakespeare's Romeo and Juliet (1996);8320
1060;Swingers (1996);144
1061;Sleepers (1996);160
1062;Sunchaser, The (1996);128
1063;Johns (1996);128
1064;Aladdin and the King of Thieves (1996);28
1065;Woman in Question, The (1950);4096
1066;Shall We Dance? (1937);10256
1067;Damsel in Distress, A (1937);10256
1068;Crossfire (1947);544
1069;Murder, My Sweet (1944);33280
1070;Macao (1952);2
1071;For the Moment (1994);73728
1073;Willy Wonka and the Chocolate Factory (1971);282
1075;Sexual Life of the Belgians, The (1994);16
1076;Innocents, The (1961);32768
1077;Sleeper (1973);16400
1078;Bananas (1971);65552
1079;Fish Called Wanda, A (1988);16
1080;Monty Python's Life of Brian (1979);16
1081;Victor/Victoria (1982);2064
1082;Candidate, The (1972);128
1083;Great Race, The (1965);2064
1084;Bonnie and Clyde (1967);160
1085;Old Man and the Sea, The (1958);130
1086;Dial M for Murder (1954);36864
1087;Madame Butterfly (1995);2048
1088;Dirty Dancing (1987);10240
1089;Reservoir Dogs (1992);32800
1090;Platoon (1986);65664
1091;Weekend at Bernie's (1989);16
1092;Basic Instinct (1992);36864
1093;Doors, The (1991);2176
1094;Crying Game, The (1992);73856
1095;Glengarry Glen Ross (1992);128
1096;Sophie's Choice (1982);128
1097;E.T. the Extra-Terrestrial (1982);16776
1098;Search for One-eye Jimmy, The (1996);16
1099;Christmas Carol, A (1938);128
1100;Days of Thunder (1990);8193
1101;Top Gun (1986);8193
1102;American Strays (1996);1
1103;Rebel Without a Cause (1955);128
1104;Streetcar Named Desire, A (1951);128
1105;Children of the Corn IV: The Gathering (1996);1024
1106;Leopard Son, The (1996);64
1107;Loser (1991);16
1108;Prerokbe Ognja (1995);64
1109;Charm's Incidents (1996);128
1110;Bird of Prey (1996);1
1111;Microcosmos (Microcosmos: Le peuple de l'herbe) (1996);64
1112;Palookaville (1996);129
1113;Associate, The (1996);16
1114;Funeral, The (1996);128
1115;Sleepover (1995);144
1116;Single Girl, A (La Fille Seule) (1995);128
1117;Eighth Day, The (Le Huiti�me jour ) (1996);128
1118;Tashunga (1995);131074
1119;Drunks (1997);128
1120;People vs. Larry Flynt, The (1996);128
1121;Glory Daze (1996);128
1122;Plutonium Circus (1995);64
1123;Perfect Candidate, A (1996);64
1124;On Golden Pond (1981);128
1125;Return of the Pink Panther, The (1974);16
1126;Drop Dead Fred (1991);272
1127;Abyss, The (1989);49155
1128;Fog, The (1980);1024
1129;Escape from New York (1981);49155
1130;Howling, The (1980);1024
1131;Jean de Florette (1986);128
1132;Manon of the Spring (Manon des sources) (1986);128
1133;Talking About Sex (1994);144
1134;Johnny 100 Pesos (1993);129
1135;Private Benjamin (1980);16
1136;Monty Python and the Holy Grail (1974);16
1137;Hustler White (1996);8192
1138;Dadetown (1995);64
1139;Everything Relative (1996);128
1140;Entertaining Angels: The Dorothy Day Story (1996);128
1141;Hoogste tijd (1995);128
1142;Get Over It (1996);128
1143;Three Lives and Only One Death (1996);16
1144;Line King: Al Hirschfeld, The (1996);64
1145;Snowriders (1996);64
1146;Curtis's Charm (1995);144
1147;When We Were Kings (1996);64
1148;Wrong Trousers, The (1993);20
1149;JLG/JLG - autoportrait de d�cembre (1994);192
1150;Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982);128
1151;Faust (1994);32788
1152;He Walked by Night (1948);33312
1153;Raw Deal (1948);512
1154;T-Men (1947);512
1155;Invitation, The (Zaproszenie) (1986);128
1156;Children Are Watching us, The (Bambini ci guardano, I) (1942);128
1157;Symphonie pastorale, La (1946);128
1158;Here Comes Cookie (1935);16
1159;Love in Bloom (1935);8192
1160;Six of a Kind (1934);16
1161;Tin Drum, The (Blechtrommel, Die) (1979);128
1162;Ruling Class, The (1972);16
1163;Mina Tannenbaum (1994);128
1164;Two or Three Things I Know About Her (1966);128
1165;Bloody Child, The (1996);32896
1166;Farmer & Chase (1995);16
1167;Dear God (1996);16
1168;Bad Moon (1996);1024
1169;American Dream (1990);64
1170;Best of the Best 3: No Turning Back (1995);1
1171;Bob Roberts (1992);16
1172;Cinema Paradiso (1988);8336
1173;Cook the Thief His Wife & Her Lover, The (1989);128
1174;Grosse Fatigue (1994);16
1175;Delicatessen (1991);16400
1176;Double Life of Veronique, The (La Double Vie de V�ronique) (1991);128
1177;Enchanted April (1991);128
1178;Paths of Glory (1957);65664
1179;Grifters, The (1990);672
1180;Hear My Song (1991);16
1181;Shooter, The (1995);1
1183;English Patient, The (1996);73856
1184;Mediterraneo (1991);65552
1185;My Left Foot (1989);128
1186;Sex, Lies, and Videotape (1989);128
1187;Passion Fish (1992);128
1188;Strictly Ballroom (1992);8208
1189;Thin Blue Line, The (1988);64
1190;Tie Me Up! Tie Me Down! (1990);128
1191;Madonna: Truth or Dare (1991);64
1192;Paris Is Burning (1990);64
1193;One Flew Over the Cuckoo's Nest (1975);128
1194;Up in Smoke (1978);16
1196;Star Wars: Episode V - The Empire Strikes Back (1980);82051
1197;Princess Bride, The (1987);8211
1198;Raiders of the Lost Ark (1981);3
1199;Brazil (1985);16384
1200;Aliens (1986);114689
1201;Good, The Bad and The Ugly, The (1966);131073
1202;Withnail and I (1987);16
1203;12 Angry Men (1957);128
1204;Lawrence of Arabia (1962);65538
1205;Transformers: The Movie, The (1986);114701
1206;Clockwork Orange, A (1971);16384
1207;To Kill a Mockingbird (1962);128
1208;Apocalypse Now (1979);65664
1209;Once Upon a Time in the West (1969);131072
1210;Star Wars: Episode VI - Return of the Jedi (1983);90115
1211;Wings of Desire (Der Himmel �ber Berlin) (1987);8336
1212;Third Man, The (1949);36864
1213;GoodFellas (1990);160
1214;Alien (1979);50177
1215;Army of Darkness (1993);17427
1216;Big Blue, The (Le Grand Bleu) (1988);8194
1217;Ran (1985);65664
1218;Killer, The (Die xue shuang xiong) (1989);32769
1219;Psycho (1960);33792
1220;Blues Brothers, The (1980);2065
1221;Godfather: Part II, The (1974);161
1222;Full Metal Jacket (1987);65665
1223;Grand Day Out, A (1992);20
1224;Henry V (1989);65664
1225;Amadeus (1984);128
1226;Quiet Man, The (1952);8208
1227;Once Upon a Time in America (1984);32928
1228;Raging Bull (1980);128
1230;Annie Hall (1977);8208
1231;Right Stuff, The (1983);128
1232;Stalker (1979);20480
1233;Boat, The (Das Boot) (1981);65665
1234;Sting, The (1973);48
1235;Harold and Maude (1971);16
1236;Trust (1990);144
1237;Seventh Seal, The (Sjunde inseglet, Det) (1957);128
1238;Local Hero (1983);16
1240;Terminator, The (1984);49153
1241;Braindead (1992);1040
1242;Glory (1989);65665
1243;Rosencrantz and Guildenstern Are Dead (1990);144
1244;Manhattan (1979);8336
1245;Miller's Crossing (1990);128
1246;Dead Poets Society (1989);128
1247;Graduate, The (1967);8320
1248;Touch of Evil (1958);33312
1249;Nikita (La Femme Nikita) (1990);32768
1250;Bridge on the River Kwai, The (1957);65664
1251;8 1/2 (1963);128
1252;Chinatown (1974);37376
1253;Day the Earth Stood Still, The (1951);16512
1254;Treasure of the Sierra Madre, The (1948);2
1255;Bad Taste (1987);1040
1256;Duck Soup (1933);65552
1257;Better Off Dead... (1985);16
1258;Shining, The (1980);1024
1259;Stand by Me (1986);146
1260;M (1931);33312
1261;Evil Dead II (Dead By Dawn) (1987);1043
1262;Great Escape, The (1963);65538
1263;Deer Hunter, The (1978);65664
1264;Diva (1981);45185
1265;Groundhog Day (1993);8208
1266;Unforgiven (1992);131072
1267;Manchurian Candidate, The (1962);33280
1268;Pump Up the Volume (1990);128
1269;Arsenic and Old Lace (1944);36880
1270;Back to the Future (1985);16400
1271;Fried Green Tomatoes (1991);128
1272;Patton (1970);65664
1273;Down by Law (1986);144
1274;Akira (1988);49158
1275;Highlander (1986);3
1276;Cool Hand Luke (1967);144
1277;Cyrano de Bergerac (1990);8321
1278;Young Frankenstein (1974);1040
1279;Night on Earth (1991);144
1280;Raise the Red Lantern (1991);128
1281;Great Dictator, The (1940);16
1282;Fantasia (1940);2060
1283;High Noon (1952);131072
1284;Big Sleep, The (1946);4608
1285;Heathers (1989);16
1286;Somewhere in Time (1980);8320
1287;Ben-Hur (1959);131
1288;This Is Spinal Tap (1984);2192
1289;Koyaanisqatsi (1983);65600
1290;Some Kind of Wonderful (1987);8320
1291;Indiana Jones and the Last Crusade (1989);3
1292;Being There (1979);16
1293;Gandhi (1982);128
1294;M*A*S*H (1970);65552
1295;Unbearable Lightness of Being, The (1988);128
1296;Room with a View, A (1986);8320
1297;Real Genius (1985);16
1298;Pink Floyd - The Wall (1982);67712
1299;Killing Fields, The (1984);65664
1300;My Life as a Dog (Mitt liv som hund) (1985);128
1301;Forbidden Planet (1956);16384
1302;Field of Dreams (1989);128
1303;Man Who Would Be King, The (1975);2
1304;Butch Cassidy and the Sundance Kid (1969);131089
1305;Paris, Texas (1984);128
1306;Until the End of the World (Bis ans Ende der Welt) (1991);16512
1307;When Harry Met Sally... (1989);8208
1308;I Shot a Man in Vegas (1995);16
1309;Parallel Sons (1995);8320
1310;Hype! (1996);64
1311;Santa with Muscles (1996);16
1312;Female Perversions (1996);128
1313;Mad Dog Time (1996);32
1314;Breathing Room (1996);8192
1315;Paris Was a Woman (1995);64
1316;Anna (1996);128
1317;I'm Not Rappaport (1996);16
1318;Blue Juice (1995);144
1319;Kids of Survival (1993);64
1320;Alien� (1992);50177
1321;American Werewolf in London, An (1981);1024
1322;Amityville 1992: It's About Time (1992);1024
1323;Amityville 3-D (1983);1024
1324;Amityville: Dollhouse (1996);1024
1325;Amityville: A New Generation (1993);1024
1326;Amityville II: The Possession (1982);1024
1327;Amityville Horror, The (1979);1024
1328;Amityville Curse, The (1990);1024
1329;Blood For Dracula (Andy Warhol's Dracula) (1974);1024
1330;April Fool's Day (1986);1040
1331;Audrey Rose (1977);1024
1332;Believers, The (1987);33792
1333;Birds, The (1963);1024
1334;Blob, The (1958);17408
1335;Blood Beach (1981);1025
1336;Body Parts (1991);1024
1337;Body Snatcher, The (1945);1024
1339;Bram Stoker's Dracula (1992);9216
1340;Bride of Frankenstein (1935);1024
1341;Burnt Offerings (1976);1024
1342;Candyman (1992);1024
1343;Cape Fear (1991);32768
1344;Cape Fear (1962);33280
1345;Carrie (1976);1024
1346;Cat People (1982);1024
1347;Nightmare on Elm Street, A (1984);1024
1348;Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922);1024
1349;Nosferatu a Venezia (1986);1024
1350;Omen, The (1976);1024
1351;Blood & Wine (1997);128
1352;Albino Alligator (1996);32800
1353;Mirror Has Two Faces, The (1996);8208
1354;Breaking the Waves (1996);128
1355;Nightwatch (1997);33792
1356;Star Trek: First Contact (1996);16387
1357;Shine (1996);8320
1358;Sling Blade (1996);32896
1359;Jingle All the Way (1996);26
1360;Identification of a Woman (Identificazione di una donna) (1982);128
1361;Paradise Lost: The Child Murders at Robin Hood Hills (1996);64
1362;Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970);128
1363;Preacher's Wife, The (1996);128
1364;Zero Kelvin (Kj�rlighetens kj�tere) (1995);1
1365;Ridicule (1996);128
1366;Crucible, The (1996);128
1367;101 Dalmatians (1996);24
1368;Forbidden Christ, The (Cristo proibito, Il) (1950);128
1369;I Can't Sleep (J'ai pas sommeil) (1994);32896
1370;Die Hard 2 (1990);32769
1371;Star Trek: The Motion Picture (1979);16387
1372;Star Trek VI: The Undiscovered Country (1991);16387
1373;Star Trek V: The Final Frontier (1989);16387
1374;Star Trek: The Wrath of Khan (1982);16387
1375;Star Trek III: The Search for Spock (1984);16387
1376;Star Trek IV: The Voyage Home (1986);16387
1377;Batman Returns (1992);51
1378;Young Guns (1988);131089
1379;Young Guns II (1990);131089
1380;Grease (1978);10256
1381;Grease 2 (1982);10256
1382;Marked for Death (1990);129
1383;Adrenalin: Fear the Rush (1996);16385
1384;Substance of Fire, The (1996);128
1385;Under Siege (1992);1
1386;Terror in a Texas Town (1958);131072
1387;Jaws (1975);1025
1388;Jaws 2 (1978);1025
1389;Jaws 3-D (1983);1025
1390;My Fellow Americans (1996);16
1391;Mars Attacks! (1996);81937
1392;Citizen Ruth (1996);144
1393;Jerry Maguire (1996);8320
1394;Raising Arizona (1987);16
1395;Tin Men (1987);144
1396;Sneakers (1992);16544
1397;Bastard Out of Carolina (1996);128
1398;In Love and War (1996);73728
1399;Marvin's Room (1996);128
1400;Somebody is Waiting (1996);128
1401;Ghosts of Mississippi (1996);128
1404;Night Falls on Manhattan (1997);160
1405;Beavis and Butt-head Do America (1996);20
1406;C�r�monie, La (1995);128
1407;Scream (1996);33792
1408;Last of the Mohicans, The (1992);73729
1409;Michael (1996);8208
1410;Evening Star, The (1996);144
1411;Hamlet (1996);128
1412;Some Mother's Son (1996);128
1413;Whole Wide World, The (1996);128
1414;Mother (1996);16
1415;Thieves (Voleurs, Les) (1996);8352
1416;Evita (1996);2176
1417;Portrait of a Lady, The (1996);128
1419;Walkabout (1971);128
1420;Message to Love: The Isle of Wight Festival (1996);64
1421;Grateful Dead (1995);64
1422;Murder at 1600 (1997);36864
1423;Hearts and Minds (1996);128
1424;Inside (1996);1
1425;Fierce Creatures (1997);16
1426;Zeus and Roxanne (1997);8
1427;Turbulence (1997);32768
1428;Angel Baby (1995);128
1429;Jackie Chan's First Strike (1996);1
1430;Underworld (1997);32768
1431;Beverly Hills Ninja (1997);17
1432;Metro (1997);1
1433;Machine, The (1994);1040
1434;Stranger, The (1994);1
1436;Falling in Love Again (1980);16
1437;Cement Garden, The (1993);128
1438;Dante's Peak (1997);32769
1439;Meet Wally Sparks (1997);16
1440;Amos & Andrew (1993);16
1441;Benny & Joon (1993);8208
1442;Prefontaine (1997);128
1443;Tickle in the Heart, A (1996);64
1444;Guantanamera (1994);16
1445;McHale's Navy (1997);65552
1446;Kolya (1996);16
1447;Gridlock'd (1997);32
1448;Fire on the Mountain (1996);64
1449;Waiting for Guffman (1996);16
1450;Prisoner of the Mountains (Kavkazsky Plennik) (1996);65536
1453;Beautician and the Beast, The (1997);8208
1454;SubUrbia (1997);16
1455;Hotel de Love (1996);8208
1456;Pest, The (1997);16
1457;Fools Rush In (1997);8208
1458;Touch (1997);8192
1459;Absolute Power (1997);36864
1460;That Darn Cat! (1997);4120
1461;Vegas Vacation (1997);16
1462;Unforgotten: Twenty-Five Years After Willowbrook (1996);64
1463;That Old Feeling (1997);8208
1464;Lost Highway (1997);4096
1465;Rosewood (1997);128
1466;Donnie Brasco (1997);160
1467;Salut cousin! (1996);144
1468;Booty Call (1997);8208
1470;Rhyme & Reason (1997);64
1471;Boys Life 2 (1997);128
1472;City of Industry (1997);32800
1473;Best Men (1997);177
1474;Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997);24
1475;Kama Sutra: A Tale of Love (1996);8192
1476;Private Parts (1997);144
1477;Love Jones (1997);8192
1479;Saint, The (1997);40961
1480;Smilla's Sense of Snow (1997);32897
1482;Van, The (1996);144
1483;Crash (1996);32896
1484;Daytrippers, The (1996);4096
1485;Liar Liar (1997);16
1486;Quiet Room, The (1996);128
1487;Selena (1997);2176
1488;Devil's Own, The (1997);98433
1489;Cats Don't Dance (1997);2060
1490;B*A*P*S (1997);16
1493;Love and Other Catastrophes (1996);8192
1494;Sixth Man, The (1997);16
1495;Turbo: A Power Rangers Movie (1997);11
1496;Anna Karenina (1997);8320
1497;Double Team (1997);1
1498;Inventing the Abbotts (1997);8320
1499;Anaconda (1997);32771
1500;Grosse Pointe Blank (1997);48
1501;Keys to Tulsa (1997);32
1502;Kissed (1996);8192
1503;8 Heads in a Duffel Bag (1997);16
1504;Hollow Reed (1996);128
1507;Paradise Road (1997);65664
1508;Traveller (1997);128
1509;All Over Me (1997);128
1510;Brother's Kiss, A (1997);128
1511;A Chef in Love (1996);16
1513;Romy and Michele's High School Reunion (1997);16
1514;Temptress Moon (Feng Yue) (1996);8192
1515;Volcano (1997);32896
1516;Children of the Revolution (1996);16
1517;Austin Powers: International Man of Mystery (1997);16
1518;Breakdown (1997);32769
1519;Broken English (1996);128
1520;Commandments (1997);8192
1522;Ripe (1996);128
1523;Truth or Consequences, N.M. (1997);8225
1524;Turning, The (1992);128
1525;Warriors of Virtue (1997);267
1526;Fathers' Day (1997);16
1527;Fifth Element, The (1997);16385
1528;Intimate Relations (1996);16
1529;Nowhere (1997);128
1531;Losing Chase (1996);128
1532;Sprung (1997);16
1533;Promise, The (La Promesse) (1996);128
1534;Bonheur, Le (1965);128
1535;Love! Valour! Compassion! (1997);8320
1537;Shall We Dance? (Shall We Dansu?) (1996);16
1538;Second Jungle Book: Mowgli & Baloo, The (1997);10
1539;Twin Town (1997);48
1541;Addicted to Love (1997);8208
1542;Brassed Off (1996);8336
1543;Designated Mourner, The (1997);128
1544;Lost World: Jurassic Park, The (1997);49155
1545;Ponette (1996);128
1546;Schizopolis (1996);16
1547;Shiloh (1997);136
1548;War at Home, The (1996);128
1549;Rough Magic (1995);8320
1550;Trial and Error (1997);8208
1551;Buddy (1997);138
1552;Con Air (1997);32771
1553;Late Bloomers (1996);16
1554;Pillow Book, The (1995);8320
1555;To Have, or Not (1995);128
1556;Speed 2: Cruise Control (1997);40961
1557;Squeeze (1996);128
1558;Sudden Manhattan (1996);16
1559;Next Step, The (1995);128
1561;Wedding Bell Blues (1996);16
1562;Batman & Robin (1997);35
1563;Dream With the Fishes (1997);128
1564;Roseanna's Grave (For Roseanna) (1997);8208
1565;Head Above Water (1996);32784
1566;Hercules (1997);2078
1567;Last Time I Committed Suicide, The (1997);128
1568;MURDER and murder (1996);4256
1569;My Best Friend's Wedding (1997);8208
1570;Tetsuo II: Body Hammer (1992);16384
1571;When the Cats Away (Chacun cherche son chat) (1996);8208
1572;Contempt (Le M�pris) (1963);128
1573;Face/Off (1997);49153
1574;Fall (1997);8192
1575;Gabbeh (1996);128
1577;Mondo (1996);128
1578;Innocent Sleep, The (1995);32
1579;For Ever Mozart (1996);128
1580;Men in Black (1997);16403
1581;Out to Sea (1997);16
1582;Wild America (1997);10
1583;Simple Wish, A (1997);264
1584;Contact (1997);16512
1585;Love Serenade (1996);16
1586;G.I. Jane (1997);65665
1587;Conan the Barbarian (1982);3
1588;George of the Jungle (1997);24
1589;Cop Land (1997);4256
1590;Event Horizon (1997);53249
1591;Spawn (1997);49155
1592;Air Bud (1997);24
1593;Picture Perfect (1997);8208
1594;In the Company of Men (1997);128
1595;Free Willy 3: The Rescue (1997);138
1596;Career Girls (1997);128
1597;Conspiracy Theory (1997);45057
1598;Desperate Measures (1998);32928
1599;Steel (1997);1
1600;She's So Lovely (1997);8320
1601;Hoodlum (1997);672
1602;Leave It to Beaver (1997);16
1603;Mimic (1997);49152
1604;Money Talks (1997);17
1605;Excess Baggage (1997);8194
1606;Kull the Conqueror (1997);3
1608;Air Force One (1997);32769
1609;187 (1997);128
1610;Hunt for Red October, The (1990);32769
1611;My Own Private Idaho (1991);128
1612;Kiss Me, Guido (1997);16
1613;Star Maps (1997);128
1614;In & Out (1997);16
1615;Edge, The (1997);32770
1616;Peacemaker, The (1997);98305
1617;L.A. Confidential (1997);37408
1619;Seven Years in Tibet (1997);65664
1620;Kiss the Girls (1997);32928
1621;Soul Food (1997);128
1622;Kicked in the Head (1997);144
1623;Wishmaster (1997);1024
1624;Thousand Acres, A (1997);128
1625;Game, The (1997);36864
1626;Fire Down Below (1997);32897
1627;U Turn (1997);4129
1628;Locusts, The (1997);128
1629;MatchMaker, The (1997);8208
1630;Lay of the Land, The (1997);144
1631;Assignment, The (1997);32768
1632;Smile Like Yours, A (1997);8208
1633;Ulee's Gold (1997);128
1635;Ice Storm, The (1997);128
1636;Stag (1997);32769
1639;Chasing Amy (1997);8320
1640;How to Be a Player (1997);16
1641;Full Monty, The (1997);16
1642;Indian Summer (a.k.a. Alive & Kicking) (1996);144
1643;Mrs. Brown (Her Majesty, Mrs. Brown) (1997);8320
1644;I Know What You Did Last Summer (1997);37888
1645;Devil's Advocate, The (1997);37920
1646;Rocket Man (1997);16
1647;Playing God (1997);32800
1648;House of Yes, The (1997);32912
1649;Fast, Cheap & Out of Control (1997);64
1650;Washington Square (1997);128
1651;Telling Lies in America (1997);128
1652;Year of the Horse (1997);64
1653;Gattaca (1997);49280
1654;FairyTale: A True Story (1997);392
1655;Phantoms (1998);1024
1656;Swept from the Sea (1997);8192
1657;Wonderland (1997);64
1658;Life Less Ordinary, A (1997);40960
